DeviceID,StartingAt,Pollen,Grass,Tree,Weed/Shrub,Total,PPM3_1,Ambrosia,Artemisia,Asteraceae,Chenopodium / Amaranthus,Cyperaceae,Plantago,Rumex,Acer,Alnus,Betula,Carya,Cupressaceae,Fraxinus,Morus,Urticaceae,Olea,Pinus,Populus,Quercus,Salix,Tilia,Ulmus,Poaceae,Total2,PPM3_2
18219,2020-07-11T00:00:00Z,81.1112,14.5004,28.402,31.6222,74.5246,72.12975682,0,4.43514,0,5.42618,4.43514,17.3258,0,0,0,0,0,0,0,0,0,26.5147,0,0,0,0,1.88737,0,14.5004,74.52473,66.27260665
18219,2020-07-12T00:00:00Z,51.1475,5.42618,11.0884,28.1368,44.65138,45.48393733,0,5.6653,0,8.13216,5.6653,8.67403,0,0,0,0,0,0,0,0,0,6.55618,0,0,0,0,4.53224,0,5.42618,44.65139,39.70714159
18219,2020-07-13T00:00:00Z,12.5288,0,5.42618,5.42618,10.85236,11.14148598,0,0,0,5.42618,0,0,0,0,0,0,0,0,0,0,0,5.42618,0,0,0,0,0,0,0,10.85236,9.650678177
18219,2020-07-14T00:00:00Z,35.8969,0,7.92453,22.3438,30.26833,31.92203626,0,4.97248,0,5.94199,4.97248,6.45684,0,0,0,0,0,0,0,0,0,6.67535,0,0,0,0,1.24918,0,0,30.26832,26.91670893
18219,2020-07-15T00:00:00Z,47.4324,0,8.37193,36.1829,44.55483,42.18021035,0,6.69771,0,7.16056,5.27416,13.9528,3.09775,0,0,0,0,0,0,0,0,8.37193,0,0,0,0,0,0,0,44.55491,39.62134482
18219,2020-07-16T00:00:00Z,19.7368,0,0,17.3196,17.3196,17.55134414,0,2.97246,0,4.03007,2.97246,6.65151,0.693085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.319585,15.40178735
18219,2020-07-17T00:00:00Z,29.0511,0,0,27.5771,27.5771,25.8342717,0,6.46788,0,6.48678,5.74064,5.74064,3.14118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.57712,24.5235055
18219,2020-07-18T00:00:00Z,22.4768,5.42618,0,12.9562,18.38238,19.98794394,0,3.42082,0,2.13814,2.80794,3.6897,0.899577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42618,18.382357,16.34687861
18219,2020-07-19T00:00:00Z,11.9869,0,0,10.8524,10.8524,10.65959056,0,2.79806,0,0,2.79806,3.15069,2.10554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85235,9.650669285
18219,2020-07-20T00:00:00Z,6.97178,0,0.949752,5.42618,6.375932,6.199794801,0,1.44602,0,0,1.44602,1.44602,1.08813,0,0,0,0,0,0,0,0,0.949752,0,0,0,0,0,0,0,6.375942,5.669933942
18219,2020-07-21T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-07-22T00:00:00Z,13.2283,1.05708,0.956813,9.03163,11.045523,11.76353034,0,1.80622,0,2.4872,1.80622,2.03573,0.896255,0,0,0,0,0,0,0,0,0,0.956813,0,0,0,0,0,1.05708,11.045518,9.822447792
18219,2020-07-23T00:00:00Z,64.5286,0,22.2286,37.1082,59.3368,57.38334812,0,7.86441,0,2.89485,7.86441,13.56,4.92458,0,0,0,0,0,0,0,0,22.2286,0,0,0,0,0,0,0,59.33685,52.7664806
18219,2020-07-24T00:00:00Z,106.252,6.75894,17.6877,69.8048,94.25144,94.48671604,0,15.5829,0,7.57982,15.4628,19.5436,11.6357,0,0,0,0,0,0,0,0,17.6877,0,0,0,0,0,0,6.75894,94.25146,83.81499583
18219,2020-07-25T00:00:00Z,77.5516,5.42618,10.584,53.3026,69.31278,68.96431133,0,8.80899,0,0,7.01582,32.1984,5.27941,0,0,0,0,0,0,0,0,9.6277,0.956327,0,0,0,0,0,5.42618,69.312827,61.63781767
18219,2020-07-26T00:00:00Z,33.7022,0,0,29.7155,29.7155,29.97035539,0,6.46996,0,0,6.46996,13.8338,2.94171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.71543,26.42504044
18219,2020-07-27T00:00:00Z,21.6719,0,0.549777,14.7994,15.349177,19.27217051,0,1.38613,0,8.65637,1.38613,2.78925,0.581547,0,0,0,0,0,0,0,0,0.549777,0,0,0,0,0,0,0,15.349204,13.64958664
18219,2020-07-28T00:00:00Z,38.8643,0,5.15702,28.8137,33.97072,34.56085606,0,3.28031,0,16.8986,3.28031,3.48335,1.87108,0,0,0,0,0,0,0,0,5.15702,0,0,0,0,0,0,0,33.97067,30.20909771
18219,2020-07-29T00:00:00Z,5.74688,0,0,2.63359,2.63359,5.110527978,0,0,0,1.4192,0,1.21439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63359,2.341972579
18219,2020-07-30T00:00:00Z,0.636549,0,0,0,0,0.566063929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-07-31T00:00:00Z,10.0124,0,2.2166,6.48689,8.70349,8.903726948,0,1.18551,0,2.03825,1.18551,1.18551,0.892099,0,0,0,0,0,0,0,0,1.23906,0.977539,0,0,0,0,0,0,8.703478,7.739741881
18219,2020-08-01T00:00:00Z,20.5424,0,0,13.8831,13.8831,18.26774005,0,3.69969,0,0,3.69969,3.69969,2.78402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.88309,12.34581544
18219,2020-08-02T00:00:00Z,8.87809,0,1.67131,5.42618,7.09749,7.895019094,0,1.44602,0,0,1.44602,1.44602,1.08813,0,0,0,0,0,0,0,0,1.67131,0,0,0,0,0,0,0,7.0975,6.311593825
18219,2020-08-03T00:00:00Z,39.0773,0,12.2304,24.1992,36.4296,34.75027057,0,4.80694,0,2.36237,4.35713,10.4317,2.2411,0,0,0,0,0,0,0,0,12.2304,0,0,0,0,0,0,0,36.42964,32.39578596
18219,2020-08-04T00:00:00Z,29.5311,0,3.69426,22.4293,26.12356,26.2611213,0,6.3899,0,0,4.41162,9.8378,1.79001,0,0,0,0,0,0,0,0,3.69426,0,0,0,0,0,0,0,26.12359,23.23092488
18219,2020-08-05T00:00:00Z,53.6678,0,8.5227,40.3049,48.8276,47.72516451,0,7.01256,0,5.11647,7.01256,16.5535,4.60973,0,0,0,0,0,0,0,0,8.5227,0,0,0,0,0,0,0,48.82752,43.42084871
18219,2020-08-06T00:00:00Z,59.6161,6.27618,7.21705,39.8053,53.29853,53.01480925,0,5.92466,0,16.5989,5.92466,7.68641,3.67069,0,0,0,0,0,0,0,0,7.21705,0,0,0,0,0,0,6.27618,53.29855,47.39680156
18219,2020-08-07T00:00:00Z,99.0205,0,6.24093,84.5653,90.80623,88.05596004,0,19.9888,0,19.2895,14.496,21.5711,9.21985,0,0,0,0,0,0,0,0,6.24093,0,0,0,0,0,0,0,90.80618,80.75121169
18219,2020-08-08T00:00:00Z,39.7053,5.42618,0,27.5241,32.95028,35.30873213,0,6.29938,0,0.836452,6.15135,9.60803,4.62889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42618,32.950282,29.30169727
18219,2020-08-09T00:00:00Z,7.04131,0,0,6.45624,6.45624,6.261625744,0,1.20088,0,1.94992,1.20088,1.20088,0.903666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.456226,5.741328095
18219,2020-08-10T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-08-11T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-08-12T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-08-13T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-08-14T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-08-15T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-08-16T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-08-17T00:00:00Z,0.909346,0,0,0,0,0.808654117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-08-18T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-08-19T00:00:00Z,40.3556,0,0,34.0463,34.0463,35.88702441,0,9.09465,0,0.921035,9.09465,9.92304,5.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.046335,30.27638433
18219,2020-08-20T00:00:00Z,15.3987,0,0,10.3513,10.3513,13.69360195,0,2.3765,0,1.43352,2.3765,2.3765,1.78832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35134,9.205136122
18219,2020-08-21T00:00:00Z,7.91812,0,1.06873,5.42618,6.49491,7.041346572,0,1.44602,0,0,1.44602,1.44602,1.08813,0,0,0,0,0,0,0,0,1.06873,0,0,0,0,0,0,0,6.49492,5.775737508
18219,2020-08-22T00:00:00Z,17.9938,0,4.17416,11.1687,15.34286,16.00134653,0,1.97994,0,1.0801,1.97994,4.6388,1.48991,0,0,0,0,0,0,0,0,4.17416,0,0,0,0,0,0,0,15.34285,13.64393622
18219,2020-08-23T00:00:00Z,10.4042,0,0,6.89436,6.89436,9.252142934,0,1.44602,0,0,1.44602,2.9142,1.08813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89437,6.13095641
18219,2020-08-24T00:00:00Z,14.8663,0,5.42618,8.46067,13.88685,13.2201546,0,3.98899,0,0,0.954496,3.51719,0,0,0,0,0,0,0,0,0,5.42618,0,0,0,0,0,0,0,13.886856,12.34916444
18219,2020-08-25T00:00:00Z,16.0399,0,5.42618,7.5819,13.00808,14.26380187,0,1.68204,0,4.11179,0.894034,0.894034,0,0,0,0,0,0,0,0,0,5.42618,0,0,0,0,0,0,0,13.008078,11.56769352
18219,2020-08-26T00:00:00Z,27.6138,0,1.49745,24.7779,26.27535,24.55612393,4.91915,4.91915,0,2.15152,4.91915,6.15055,1.71834,0,0,0,0,0,0,0,0,1.49745,0,0,0,0,0,0,0,26.27531,23.36584492
18219,2020-08-27T00:00:00Z,244.543,16.097,0.726534,223.919,240.742534,217.4647536,25.6781,25.6781,0,74.4872,25.6781,63.5717,8.82569,0,0,0,0,0,0,0,0,0.726534,0,0,0,0,0,0,16.097,240.742424,214.0850154
18219,2020-08-28T00:00:00Z,429.46,37.2198,0,389.557,426.7768,381.9058942,55.5861,55.5861,0,106.495,55.5861,95.4006,20.9039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2198,426.7776,379.5205164
18219,2020-08-29T00:00:00Z,61.273,0.884745,2.72816,56.135,59.747905,54.48824071,11.0327,11.0327,0,8.68499,11.0327,11.2548,3.09724,0,0,0,0,0,0,0,0,2.72816,0,0,0,0,0,0,0.884745,59.748035,53.13213508
18219,2020-08-30T00:00:00Z,104.884,2.06281,9.3959,90.9586,102.41731,93.27019468,14.0768,14.0768,0,14.6261,14.0768,29.7245,4.37752,0,0,0,0,0,0,0,0,9.3959,0,0,0,0,0,0,2.06281,102.41723,91.07657012
18219,2020-08-31T00:00:00Z,60.3208,6.52795,0,51.3906,57.91855,53.64147782,5.38908,5.38908,0,13.3189,5.38908,19.6071,2.29734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52795,57.91853,51.50521117
18219,2020-09-01T00:00:00Z,41.6896,0,2.9729,36.7599,39.7328,37.07331059,3.822,3.822,0,11.8936,3.822,11.3492,2.05114,0,0,0,0,0,0,0,0,2.9729,0,0,0,0,0,0,0,39.73284,35.33322263
18219,2020-09-02T00:00:00Z,15.8795,1.62202,0,13.5834,15.20542,14.12116297,2.02753,2.02753,1.62202,4.35307,0,2.02753,1.52572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62202,15.20542,13.52172384
18219,2020-09-03T00:00:00Z,27.7753,2.56571,1.09403,21.6689,25.32864,24.69974103,4.01492,4.12142,2.56571,5.42618,0,4.01492,1.52572,0,0,0,0,0,0,0,0,1.09403,0,0,0,0,0,0,2.56571,25.32861,22.52397301
18219,2020-09-04T00:00:00Z,81.7056,9.3767,0,69.0344,78.4111,72.65833891,13.5296,13.5296,9.3767,4.28418,0,20.2254,8.08892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3767,78.4111,69.7286389
18219,2020-09-05T00:00:00Z,283.951,32.5086,8.21263,236.053,276.77423,252.5091058,42.307,42.307,25.5964,53.514,0,52.5796,19.7485,0,0,0,0,0,0,0,0,8.21263,0,0,0,0,0,0,32.5086,276.77373,246.1265749
18219,2020-09-06T00:00:00Z,335.841,30.3565,11.1527,287.76,329.2692,298.6533261,50.42,53.842,30.3565,73.1276,0,57.1489,22.8652,0,0,0,0,0,0,0,0,11.1527,0,0,0,0,0,0,30.3565,329.2694,292.8093993
18219,2020-09-07T00:00:00Z,172.66,16.5799,3.46009,150.202,170.24199,153.5413582,29.3282,29.6504,16.5799,22.6845,0,38.656,13.3027,0,0,0,0,0,0,0,0,3.46009,0,0,0,0,0,0,16.5799,170.24169,151.3908277
18219,2020-09-08T00:00:00Z,100.939,6.67387,3.44138,82.9358,93.05105,89.76202453,15.7564,15.7564,6.67387,16.4951,0,21.9764,6.27761,0,0,0,0,0,0,0,0,3.44138,0,0,0,0,0,0,6.67387,93.05103,82.74748945
18219,2020-09-09T00:00:00Z,232.437,18.32,24.9839,178.227,221.5309,206.699251,33.1642,34.2438,33.1642,22.4265,0,45.3361,9.89247,0,0,0,0,0,0,0,0,24.9839,0,0,0,0,0,0,18.32,221.53117,197.0010235
18219,2020-09-10T00:00:00Z,108.005,7.28716,2.70431,90.5874,100.57887,96.04560635,15.1184,15.1184,15.1184,24.468,0,15.3563,5.40794,0,0,0,0,0,0,0,0,2.70431,0,0,0,0,0,0,7.28716,100.57891,89.4418073
18219,2020-09-11T00:00:00Z,24.9967,3.09089,0,18.5435,21.63439,22.22881541,2.92922,2.92922,2.92922,4.28544,0,3.99967,1.47076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09089,21.63442,19.23884067
18219,2020-09-12T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-09-13T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-09-14T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-09-15T00:00:00Z,171.421,31.4749,4.1112,125.497,161.0831,152.4395527,22.0477,22.0477,22.0477,26.4143,0,24.8509,8.08918,0,0,0,0,0,0,0,0,4.1112,0,0,0,0,0,0,31.4749,161.08358,143.2467952
18219,2020-09-16T00:00:00Z,215.941,33.3711,13.4753,159.021,205.8674,192.0298531,26.8176,26.8176,26.8176,26.1312,0,38.2507,14.1866,0,0,0,0,0,0,0,0,13.4753,0,0,0,0,0,0,33.3711,205.8677,183.0719696
18219,2020-09-17T00:00:00Z,6.15707,0.7818,0,4.64438,5.42618,5.475297639,0.977249,0.977249,0.977249,0,0,0.977249,0.73538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7818,5.426176,4.825335532
18219,2020-09-18T00:00:00Z,104.158,11.3129,1.16691,87.0162,99.49601,92.62458466,16.2005,16.2005,16.2005,12.3002,0,18.0253,8.08918,0,0,0,0,0,0,0,0,1.16691,0,0,0,0,0,0,11.3129,99.49599,88.47879903
18219,2020-09-19T00:00:00Z,96.5658,9.71855,1.4691,79.9987,91.18635,85.87306897,15.0061,15.0859,15.0061,10.7529,0,15.0061,9.14152,0,0,0,0,0,0,0,0,1.4691,0,0,0,0,0,0,9.71855,91.18627,81.08921432
18219,2020-09-20T00:00:00Z,70.2847,5.4726,6.43368,56.8903,68.79658,62.50207517,9.09834,9.09834,9.09834,15.3492,0,9.09834,5.14766,0,0,0,0,0,0,0,0,6.43368,0,0,0,0,0,0,5.4726,68.7965,61.17866356
18219,2020-09-21T00:00:00Z,55.4726,12.1408,0.755593,39.9727,52.869093,49.330119,8.3933,8.55501,8.3933,0.747131,0,8.3933,5.49064,0,0,0,0,0,0,0,0,0.755593,0,0,0,0,0,0,12.1408,52.869074,47.01488144
18219,2020-09-22T00:00:00Z,66.4383,6.94745,2.70827,54.746,64.40172,59.08158704,9.18512,9.18512,9.18512,9.78989,0,12.2531,5.14766,0,0,0,0,0,0,0,0,2.70827,0,0,0,0,0,0,6.94745,64.40173,57.27052644
18219,2020-09-23T00:00:00Z,64.3,10.8524,0,48.6882,59.5406,57.180061,8.62549,8.62549,8.62549,4.40686,0,18.4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8524,59.54063,52.94769604
18219,2020-09-24T00:00:00Z,36.0953,1.8333,0,30.7238,32.5571,32.09846743,4.80179,4.80179,4.80179,10.8524,0,5.46602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8333,32.55709,28.95204342
18219,2020-09-25T00:00:00Z,158.246,65.9803,0,91.0945,157.0748,140.7234204,17.0043,17.0043,17.0043,11.9935,0,28.0882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.9803,157.0749,139.6819963
18219,2020-09-26T00:00:00Z,157.726,52.5961,5.42618,93.7708,151.79308,140.261,21.2254,21.2254,21.2254,3.28677,0,26.8079,0,0,0,0,0,0,0,0,0,5.42618,0,0,0,0,0,0,52.5961,151.79315,134.9850945
18219,2020-09-27T00:00:00Z,75.5483,13.1636,1.34836,59.9854,74.49736,67.18283674,12.3211,12.3211,12.3211,0,0,23.022,0,0,0,0,0,0,0,0,0,1.34836,0,0,0,0,0,0,13.1636,74.49726,66.2481784
18219,2020-09-28T00:00:00Z,37.9832,5.42618,1.73974,30.8173,37.98322,33.77732026,7.48609,7.48609,7.48609,0.872984,0,7.48609,0,0,0,0,0,0,0,0,0,1.73974,0,0,0,0,0,0,5.42618,37.983264,33.77737718
18219,2020-09-29T00:00:00Z,22.0581,0,0,20.607,20.607,19.61560659,4.88747,4.88747,4.88747,1.05715,0,4.88747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.60703,18.32521357
18219,2020-09-30T00:00:00Z,68.5346,15.6854,0,52.276,67.9614,60.94576374,6.91926,16.7176,11.2914,3.1787,0,14.1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6854,67.96146,60.43608753
18219,2020-10-01T00:00:00Z,41.801,0,0,41.1651,41.1651,37.17237527,7.24998,10.4851,10.4851,1.30155,0,11.6433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.16503,36.60682623
18219,2020-10-02T00:00:00Z,32.2448,5.42618,7.58994,11.761,24.77712,28.6743333,1.78917,5.49888,2.23646,0,0,2.23646,0,0,0,0,0,0,0,0,0,7.58994,0,0,0,0,0,0,5.42618,24.77709,22.03352282
18219,2020-10-03T00:00:00Z,34.5173,0,1.40245,32.3133,33.71575,30.69519937,1.14235,3.81567,3.81567,7.71289,0,15.8267,0,0,0,0,0,0,0,0,0,1.40245,0,0,0,0,0,0,0,33.71573,29.98238722
18219,2020-10-04T00:00:00Z,6.51186,0,0,5.42618,5.42618,5.790801742,1.14235,1.42794,1.42794,0,0,1.42794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42617,4.825330196
18219,2020-10-05T00:00:00Z,23.4423,0,0,23.4423,23.4423,20.84653412,3.0494,3.81175,3.81175,2.21448,0,10.5549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.44228,20.84651634
18219,2020-10-06T00:00:00Z,13.2913,0,5.42618,7.8651,13.29128,11.81955435,0.906228,1.13278,1.13278,3.56052,0,1.13278,0,0,0,0,0,0,0,0,0,5.42618,0,0,0,0,0,0,0,13.291268,11.81952589
18219,2020-10-07T00:00:00Z,11.415,0,0,9.18917,9.18917,10.15101705,0.971488,1.96122,1.96122,3.32377,0,0.971488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.189186,8.171667434
18219,2020-10-08T00:00:00Z,16.9639,0,9.96959,5.42618,15.39577,15.08548735,0,1.23661,1.23661,1.46359,0,1.48937,0,0,0,0,0,0,0,0,0,9.96959,0,0,0,0,0,0,0,15.39577,13.69099639
18219,2020-10-09T00:00:00Z,24.4685,0,2.95738,18.25,21.20738,21.759103,3.12217,3.90271,3.90271,4.20018,0,3.12217,0,0,0,0,0,0,0,0,0,2.95738,0,0,0,0,0,0,0,21.20732,18.85903346
18219,2020-10-10T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-10-11T00:00:00Z,5.42618,0,0,5.42618,5.42618,4.825339089,1.02071,1.27589,1.27589,0,0,1.85369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42618,4.825339089
18219,2020-10-12T00:00:00Z,7.48057,0,0,6.81384,6.81384,6.652246484,0,0.896118,0.896118,0.805465,0,4.21614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.813841,6.059344386
18219,2020-10-13T00:00:00Z,37.3653,5.42618,5.42618,22.9625,33.81486,33.22784033,3.08035,3.85043,3.85043,3.5537,0,8.62758,0,0,0,0,0,0,0,0,0,5.42618,0,0,0,0,0,0,5.42618,33.81485,30.07053166
18219,2020-10-14T00:00:00Z,86.3008,4.33535,3.33307,70.6641,78.33252,76.74471242,16.3665,22.1754,21.5627,5.13332,0,5.42618,0,0,0,0,0,0,0,0,0,3.33307,0,0,0,0,0,0,4.33535,78.33252,69.65876006
18219,2020-10-15T00:00:00Z,96.3005,0,12.1493,76.2299,88.3792,85.63714564,16.8611,23.9051,22.3928,13.0708,0,0,0,0,0,0,0,0,0,0,0,12.1493,0,0,0,0,0,0,0,88.3791,78.59288226
18219,2020-10-16T00:00:00Z,164.373,1.33192,29.2239,115.98,146.53582,146.1719777,22.6802,33.1446,33.0311,16.7445,0,10.3796,0,0,0,0,0,0,0,0,0,29.2239,0,0,0,0,0,0,1.33192,146.53582,130.3099087
18219,2020-10-17T00:00:00Z,61.3087,0,8.7282,46.7642,55.4924,54.51998765,11.4174,14.4051,14.2718,6.66985,0,0,0,0,0,0,0,0,0,0,0,8.7282,0,0,0,0,0,0,0,55.49235,49.34768208
18219,2020-10-18T00:00:00Z,78.8368,3.46966,0,73.273,76.74266,70.10720114,17.6122,22.7553,22.0152,10.8903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46966,76.74266,68.24494526
18219,2020-10-19T00:00:00Z,54.8566,0,16.3736,30.8633,47.2369,48.78232868,5.78249,8.88795,8.88795,4.74037,0,2.56456,0,0,0,0,0,0,0,0,0,16.3736,0,0,0,0,0,0,0,47.23692,42.00637585
18219,2020-10-20T00:00:00Z,59.0604,0,6.78329,47.133,53.91629,52.52064191,9.15084,17.6571,13.2336,3.64352,0,3.44797,0,0,0,0,0,0,0,0,0,6.78329,0,0,0,0,0,0,0,53.91632,47.94616589
18219,2020-10-21T00:00:00Z,67.5889,0,18.2657,40.0354,58.3011,60.1047811,7.30819,17.7251,12.0383,0.994329,0,1.96947,0,0,0,0,0,0,0,0,0,18.2657,0,0,0,0,0,0,0,58.301089,51.84540942
18219,2020-10-22T00:00:00Z,88.8068,1.61329,3.57825,77.6072,82.79874,78.97322304,18.3389,29.1392,27.6938,0,0,2.4353,0,0,0,0,0,0,0,0,0,3.57825,0,0,0,0,0,0,1.61329,82.79874,73.63043552
18219,2020-10-23T00:00:00Z,37.3834,0.980593,10.4703,22.7248,34.175693,33.24393612,2.39749,4.13187,4.13187,12.0636,0,0,0,0,0,0,0,0,0,0,0,10.4703,0,0,0,0,0,0,0.980593,34.175723,30.39144519
18219,2020-10-24T00:00:00Z,33.1864,0,5.42618,23.7258,29.15198,29.51166993,3.33756,7.19846,7.19846,3.54509,0,2.44624,0,0,0,0,0,0,0,0,0,5.42618,0,0,0,0,0,0,0,29.15199,25.92399015
18219,2020-10-25T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-10-26T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-10-27T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-10-28T00:00:00Z,20.0358,3.74167,0,10.2734,14.01507,17.81723587,1.61041,3.52627,3.52627,1.61041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74167,14.01503,12.46314573
18219,2020-10-29T00:00:00Z,21.7163,0,1.34939,18.7713,20.12069,19.3116541,1.67297,6.78707,6.78707,3.52418,0,0,0,0,0,0,0,0,0,0,0,0.55712,0.792274,0,0,0,0,0,0,20.120684,17.89272066
18219,2020-10-30T00:00:00Z,93.7443,2.2176,14.3202,63.0389,79.5767,83.36399366,8.50547,20.5677,20.5677,13.398,0,0,0,0,0,0,0,0,0,0,0,14.3202,0,0,0,0,0,0,2.2176,79.57667,70.76514533
18219,2020-10-31T00:00:00Z,104.725,3.47452,9.76672,79.7877,93.02894,93.12880075,7.46288,17.523,17.523,37.2789,0,0,0,0,0,0,0,0,0,0,0,9.76672,0,0,0,0,0,0,3.47452,93.02902,82.72791662
18219,2020-11-01T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-11-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-11-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-11-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18219,2020-11-05T00:00:00Z,11.6753,0,1.12909,8.40657,9.53566,10.38249403,0,1.85753,2.32191,4.22713,0,0,0,0,0,0,0,0,0,0,0,1.12909,0,0,0,0,0,0,0,9.53566,8.479776368
18219,2020-11-06T00:00:00Z,69.7254,0.89262,10.8524,52.5125,64.25752,62.00470646,0,12.9879,16.2349,23.2897,0,0,0,0,0,0,0,0,0,0,0,10.8524,0,0,0,0,0,0,0.89262,64.25752,57.14228481
18219,2020-11-07T00:00:00Z,55.8048,0,2.35259,46.7277,49.08029,49.6255345,0,11.9008,15.734,19.093,0,0,0,0,0,0,0,0,0,0,0,2.35259,0,0,0,0,0,0,0,49.08039,43.64571842
18219,2020-11-08T00:00:00Z,25.4481,0,1.31715,19.4301,20.74725,22.63023189,0,5.02654,6.28318,8.12035,0,0,0,0,0,0,0,0,0,0,0,1.31715,0,0,0,0,0,0,0,20.74722,18.44988033
